version,git_sha,workload,run_id,frame_id,function,time_ms,scan_count,scan_points,candidate_count,bounds_count,branch_calls,branch_nodes,max_depth,score_all_calls,sort_ms,output_candidate_count,best_score,pose_x,pose_y,pose_yaw,checksum
L0_relaunch3,ad6bb15,W0,1,12,Branch,106.244,15,1081,3840,15,30,54,3,29,0.01125,150,0.854565,-2,6.82,-3.02553,4.62631e+08
L0_relaunch3,ad6bb15,W0,1,12,ToOut,0.012292,15,1081,3840,15,0,0,3,0,0,150,0.854565,-2,6.82,-3.02553,4.62631e+08
L0_relaunch3,ad6bb15,W0,1,12,Total,187.459,15,1081,3840,15,30,54,3,44,0.505997,150,0.854565,-2,6.82,-3.02553,4.62631e+08
L0_relaunch3,ad6bb15,W0,1,13,MakeScans,0.725479,15,1081,0,15,0,0,3,0,0,150,0.84543,-2,6.82,-3.02553,4.64628e+08
L0_relaunch3,ad6bb15,W0,1,13,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.84543,-2,6.82,-3.02553,4.64628e+08
L0_relaunch3,ad6bb15,W0,1,13,MakeLowCands,0.119481,15,1081,3840,15,0,0,3,0,0,150,0.84543,-2,6.82,-3.02553,4.64628e+08
L0_relaunch3,ad6bb15,W0,1,13,Score,80.6628,15,1081,3840,15,0,0,3,15,0.49709,150,0.84543,-2,6.82,-3.02553,4.64628e+08
L0_relaunch3,ad6bb15,W0,1,13,Branch,125.433,15,1081,3840,15,35,61,3,34,0.013804,150,0.84543,-2,6.82,-3.02553,4.64628e+08
L0_relaunch3,ad6bb15,W0,1,13,ToOut,0.013126,15,1081,3840,15,0,0,3,0,0,150,0.84543,-2,6.82,-3.02553,4.64628e+08
L0_relaunch3,ad6bb15,W0,1,13,Total,206.956,15,1081,3840,15,35,61,3,49,0.510894,150,0.84543,-2,6.82,-3.02553,4.64628e+08
L0_relaunch3,ad6bb15,W0,1,14,MakeScans,0.723396,15,1081,0,15,0,0,3,0,0,150,0.847128,-2.1,6.82,-3.02553,4.76325e+08
L0_relaunch3,ad6bb15,W0,1,14,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.847128,-2.1,6.82,-3.02553,4.76325e+08
L0_relaunch3,ad6bb15,W0,1,14,MakeLowCands,0.120366,15,1081,3840,15,0,0,3,0,0,150,0.847128,-2.1,6.82,-3.02553,4.76325e+08
L0_relaunch3,ad6bb15,W0,1,14,Score,80.4048,15,1081,3840,15,0,0,3,15,0.493444,150,0.847128,-2.1,6.82,-3.02553,4.76325e+08
L0_relaunch3,ad6bb15,W0,1,14,Branch,102.459,15,1081,3840,15,29,54,3,28,0.010257,150,0.847128,-2.1,6.82,-3.02553,4.76325e+08
L0_relaunch3,ad6bb15,W0,1,14,ToOut,0.013177,15,1081,3840,15,0,0,3,0,0,150,0.847128,-2.1,6.82,-3.02553,4.76325e+08
L0_relaunch3,ad6bb15,W0,1,14,Total,183.722,15,1081,3840,15,29,54,3,43,0.503701,150,0.847128,-2.1,6.82,-3.02553,4.76325e+08
L0_relaunch3,ad6bb15,W0,1,15,MakeScans,0.725896,15,1081,0,15,0,0,3,0,0,150,0.816216,-2.3,6.82,-3.02553,5.03394e+08
L0_relaunch3,ad6bb15,W0,1,15,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.816216,-2.3,6.82,-3.02553,5.03394e+08
L0_relaunch3,ad6bb15,W0,1,15,MakeLowCands,0.11646,15,1081,3840,15,0,0,3,0,0,150,0.816216,-2.3,6.82,-3.02553,5.03394e+08
L0_relaunch3,ad6bb15,W0,1,15,Score,83.4931,15,1081,3840,15,0,0,3,15,0.490944,150,0.816216,-2.3,6.82,-3.02553,5.03394e+08
L0_relaunch3,ad6bb15,W0,1,15,Branch,178.563,15,1081,3840,15,49,86,3,48,0.017449,150,0.816216,-2.3,6.82,-3.02553,5.03394e+08
L0_relaunch3,ad6bb15,W0,1,15,ToOut,0.012761,15,1081,3840,15,0,0,3,0,0,150,0.816216,-2.3,6.82,-3.02553,5.03394e+08
L0_relaunch3,ad6bb15,W0,1,15,Total,262.913,15,1081,3840,15,49,86,3,63,0.508393,150,0.816216,-2.3,6.82,-3.02553,5.03394e+08
L0_relaunch3,ad6bb15,W0,1,16,MakeScans,0.723291,15,1081,0,15,0,0,3,0,0,150,0.883521,-2.65,6.77,-3.02553,4.7506e+08
L0_relaunch3,ad6bb15,W0,1,16,MakeBounds,0.000781,15,1081,0,15,0,0,3,0,0,150,0.883521,-2.65,6.77,-3.02553,4.7506e+08
L0_relaunch3,ad6bb15,W0,1,16,MakeLowCands,0.120887,15,1081,3840,15,0,0,3,0,0,150,0.883521,-2.65,6.77,-3.02553,4.7506e+08
L0_relaunch3,ad6bb15,W0,1,16,Score,80.0665,15,1081,3840,15,0,0,3,15,0.496362,150,0.883521,-2.65,6.77,-3.02553,4.7506e+08
L0_relaunch3,ad6bb15,W0,1,16,Branch,95.0193,15,1081,3840,15,27,50,3,26,0.010677,150,0.883521,-2.65,6.77,-3.02553,4.7506e+08
L0_relaunch3,ad6bb15,W0,1,16,ToOut,0.013906,15,1081,3840,15,0,0,3,0,0,150,0.883521,-2.65,6.77,-3.02553,4.7506e+08
L0_relaunch3,ad6bb15,W0,1,16,Total,175.946,15,1081,3840,15,27,50,3,41,0.507039,150,0.883521,-2.65,6.77,-3.02553,4.7506e+08
L0_relaunch3,ad6bb15,W0,1,17,MakeScans,0.725323,15,1081,0,15,0,0,3,0,0,150,0.871154,-2.95,6.72,-3.02553,4.56848e+08
L0_relaunch3,ad6bb15,W0,1,17,MakeBounds,0.00073,15,1081,0,15,0,0,3,0,0,150,0.871154,-2.95,6.72,-3.02553,4.56848e+08
L0_relaunch3,ad6bb15,W0,1,17,MakeLowCands,0.11896,15,1081,3840,15,0,0,3,0,0,150,0.871154,-2.95,6.72,-3.02553,4.56848e+08
L0_relaunch3,ad6bb15,W0,1,17,Score,80.4629,15,1081,3840,15,0,0,3,15,0.504851,150,0.871154,-2.95,6.72,-3.02553,4.56848e+08
L0_relaunch3,ad6bb15,W0,1,17,Branch,124.62,15,1081,3840,15,35,61,3,34,0.012548,150,0.871154,-2.95,6.72,-3.02553,4.56848e+08
L0_relaunch3,ad6bb15,W0,1,17,ToOut,0.014063,15,1081,3840,15,0,0,3,0,0,150,0.871154,-2.95,6.72,-3.02553,4.56848e+08
L0_relaunch3,ad6bb15,W0,1,17,Total,205.943,15,1081,3840,15,35,61,3,49,0.517399,150,0.871154,-2.95,6.72,-3.02553,4.56848e+08
L0_relaunch3,ad6bb15,W0,1,18,MakeScans,0.723864,15,1081,0,15,0,0,3,0,0,150,0.917792,-3.4,6.67,-2.97553,5.20254e+08
L0_relaunch3,ad6bb15,W0,1,18,MakeBounds,0.000781,15,1081,0,15,0,0,3,0,0,150,0.917792,-3.4,6.67,-2.97553,5.20254e+08
L0_relaunch3,ad6bb15,W0,1,18,MakeLowCands,0.120418,15,1081,3840,15,0,0,3,0,0,150,0.917792,-3.4,6.67,-2.97553,5.20254e+08
L0_relaunch3,ad6bb15,W0,1,18,Score,80.1142,15,1081,3840,15,0,0,3,15,0.497247,150,0.917792,-3.4,6.67,-2.97553,5.20254e+08
L0_relaunch3,ad6bb15,W0,1,18,Branch,92.4365,15,1081,3840,15,26,45,3,25,0.008961,150,0.917792,-3.4,6.67,-2.97553,5.20254e+08
L0_relaunch3,ad6bb15,W0,1,18,ToOut,0.011615,15,1081,3840,15,0,0,3,0,0,150,0.917792,-3.4,6.67,-2.97553,5.20254e+08
L0_relaunch3,ad6bb15,W0,1,18,Total,173.408,15,1081,3840,15,26,45,3,40,0.506208,150,0.917792,-3.4,6.67,-2.97553,5.20254e+08
